invoice_and_item_number,date,store_number,store_name,major_category_name,city,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters
S28316400022,2015-10-07,3776,Wal-Mart 5115 / Davenport,Whiskies,DAVENPORT,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S20204600038,2014-07-21,2601,Hy-Vee Food Store / Fairfield,Whiskies,FAIRFIELD,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S28430900003,2015-10-13,5110,Ramsey's Market Liquor,Whiskies,LENOX,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S04221200002,2012-02-22,4614,Urban Liquor,Whiskies,URBANDALE,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S08262800002,2012-10-11,4059,Belle Plaine Country Food,Whiskies,BELLE PLAINE,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S09140300021,2012-11-26,4137,Fareway Stores #989 / Waukee,Whiskies,WAUKEE,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S14951700005,2013-10-03,3698,Ingersoll Wine Merchants,Whiskies,WEST DES MOINES,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S20327400014,2014-07-28,2591,Hy-Vee Wine and Spirits / Atlantic,Whiskies,ATLANTIC,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S28450200005,2015-10-14,3866,Target Store T-1170 / Ames,Whiskies,AMES,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S12207500003,2013-05-14,4538,K & S Grocery,Whiskies,CLARKSVILLE,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S15255400007,2013-10-21,4718,Walgreens #06623 / West Des Moines,Whiskies,WEST DES MOINES,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S28760000006,2015-10-29,4594,Quik Trip #554 / SW 63rd DM,Whiskies,DES MOINES,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S28697800001,2015-10-28,4201,Fareway Stores #022 / Sioux City,Whiskies,SIOUX CITY,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S20208400011,2014-07-21,4114,After 5 Somewhere,Whiskies,ATLANTIC,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S26385000016,2015-06-24,2576,Hy-Vee Wine and Spirits / Storm Lake,Whiskies,STORM LAKE,13928,Mcmaster's Canadian,6,1750,8.95,13.43,6,80.58,10.5
S04675000026,2012-03-21,2536,HY-VEE / PLEASANT HILL,Whiskies,PLEASANT HILL,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S08546700010,2012-10-25,4374,Kum & Go #141 / Grimes,Whiskies,GRIMES,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S08046400002,2012-10-02,4396,"Trunck's Country Foods, INC.",Whiskies,REINBECK,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S15112500009,2013-10-14,4284,Fareway Stores #559 / Iowa Falls,Whiskies,IOWA FALLS,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S28268400024,2015-10-05,4580,Smokin' Joe's #9 Tobacco and Liquor,Whiskies,WASHINGTON,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S11449000005,2013-04-04,4877,World Liquor & Tobacco,Whiskies,CLIVE,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S09598300018,2012-12-19,2642,Hy-Vee Wine and Spirits / Pella,Whiskies,PELLA,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S09576400055,2012-12-19,2585,Hy-Vee Wine and Spirits / Algona,Whiskies,ALGONA,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S03743500031,2012-01-25,2585,Hy-Vee Wine and Spirits / Algona,Whiskies,ALGONA,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S03665800001,2012-01-19,2630,Hy-Vee Drugstore #2 / WDM,Whiskies,WEST DES MOINES,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S21649000003,2014-10-09,4604,Pit Stop Liquors / Newton,Whiskies,NEWTON,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S26381200043,2015-06-24,2621,Hy-Vee Food Store #3 / Sioux City,Whiskies,SIOUX CITY,13928,Mcmaster's Canadian,6,1750,8.95,13.43,6,80.58,10.5
S08184000007,2012-10-09,4222,Station Mart Liquor and Tobbacco,Whiskies,EVANSDALE,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S08033900003,2012-10-01,3997,Wal-Mart 4606 / Osceola,Whiskies,OSCEOLA,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S08145900003,2012-10-08,4276,Wj's Liquor,Whiskies,LAKE MILLS,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S08069800016,2012-10-02,2593,Hy-Vee Food Store / Carroll,Whiskies,CARROLL,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S16466100010,2013-12-23,4670,Guppy's On The Go / Tripoli,Whiskies,TRIPOLI,13928,Mcmaster's Canadian,6,1750,8.95,13.42,6,80.52,10.5
S15174800004,2013-10-16,4818,Decorah Mart,Whiskies,DECORAH,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S28459800004,2015-10-14,5064,Casey's General Store #2777 / Fairfa,Whiskies,FAIRFAX,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S18365800057,2014-04-10,4988,Happy's Wine & Spirits,Whiskies,CEDAR FALLS,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S07840200008,2012-09-19,2642,Hy-Vee Wine and Spirits / Pella,Whiskies,PELLA,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S12002300027,2013-05-02,3942,Twin Town Liquor,Whiskies,TOLEDO,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S08527000007,2012-10-24,4780,Casey's General Store #3043 / Britt,Whiskies,BRITT,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S19768400004,2014-06-25,4191,Fareway Stores #995 / Pella,Whiskies,PELLA,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S21901600011,2014-10-21,3963,Tobacco Hut #14 / Council Bluffs,Whiskies,COUNCIL BLUFFS,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S19617300002,2014-06-18,4947,The Music Station,Whiskies,CEDAR FALLS,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S11417700042,2013-04-02,2587,Hy-Vee Food Store / Johnston,Whiskies,JOHNSTON,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S16082500077,2013-12-04,3417,Big G Food Store,Whiskies,MARENGO,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S28719000018,2015-10-28,3723,J D Spirits Liquor,Whiskies,ONAWA,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S17572100004,2014-02-25,2233,Forbes Liquor Locker / remi,Whiskies,SPIRIT LAKE,13928,Mcmaster's Canadian,6,1750,8.95,13.42,6,80.52,10.5
S07107100017,2012-08-14,2591,Hy-Vee Wine and Spirits / Atlantic,Whiskies,ATLANTIC,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S15834500006,2013-11-20,3417,Big G Food Store,Whiskies,MARENGO,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S07272700009,2012-08-23,4251,Aj's Liquor / Ames,Whiskies,AMES,13928,Mcmaster's Canadian,6,1750,8.95,13.42,6,80.52,10.5
S28410900006,2015-10-13,3695,Mrs. B's Liquor,Whiskies,REMSEN,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S05148300009,2012-04-19,2630,Hy-Vee Drugstore #2 / WDM,Whiskies,WEST DES MOINES,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S08496900004,2012-10-22,4691,Railroad Street Tobacco and Spirits,Whiskies,IOWA FALLS,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S13987300008,2013-08-20,4899,Graettinger Market,Whiskies,GRAETTINGER,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S15185100010,2013-10-17,4457,KUM & GO #422 / IOWA CITY,Whiskies,IOWA CITY,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S15458900004,2013-10-31,4598,Quik Trip #501 / E Euclid DM,Whiskies,DES MOINES,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S08373000022,2012-10-17,4043,Gasland #102 / Burlington,Whiskies,BURLINGTON,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S03634700012,2012-01-18,3682,Jumbo's,Whiskies,WESLEY,13928,Mcmaster's Canadian,6,1750,8.95,13.42,6,80.52,10.5
S08644200016,2012-10-30,2629,Hy-Vee Food Store #2 / Council Bluff,Whiskies,COUNCIL BLUFFS,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S09762600002,2012-12-28,4284,Fareway Stores #559 / Iowa Falls,Whiskies,IOWA FALLS,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S17095600012,2014-01-29,3003,Super Valu / Mark's,Whiskies,LAKE CITY,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S000056666600044,2013-07-08,2643,Hy-Vee Wine and Spirits / Waterloo,Whiskies,WATERLOO,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S04998500046,2012-04-11,2585,Hy-Vee Wine and Spirits / Algona,Whiskies,ALGONA,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S05042200002,2012-04-16,4462,SHELTON'S,Whiskies,BUFFALO CENTER,13928,Mcmaster's Canadian,6,1750,8.95,13.42,6,80.52,10.5
S21656000003,2014-10-08,3879,Target Store T-1800 / Sioux City,Whiskies,SIOUX CITY,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S08107600008,2012-10-04,4450,Kum & Go #157 / URBANDALE,Whiskies,URBANDALE,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S28405100004,2015-10-13,4878,Shortee's Pit Stop,Whiskies,PRIMGHAR,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S13921700016,2013-08-14,2642,Hy-Vee Wine and Spirits / Pella,Whiskies,PELLA,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S08515800004,2012-10-23,3842,Bancroft Liquor Store,Whiskies,BANCROFT,13928,Mcmaster's Canadian,6,1750,8.95,13.42,6,80.52,10.5
S21545200005,2014-10-01,4438,Kum & Go #214  Ames,Whiskies,AMES,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S16464700008,2013-12-23,2638,Hy-Vee Wine and Spirits / Cedar Fall,Whiskies,CEDAR FALLS,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S16794800001,2014-01-13,2630,Hy-Vee Drugstore #2 / WDM,Whiskies,WEST DES MOINES,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S28223600005,2015-10-01,2836,CVS Pharmacy #8546 / Waterloo,Whiskies,WATERLOO,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S22012700007,2014-10-27,3591,Ackley Super Foods,Whiskies,ACKLEY,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S28582200003,2015-10-21,3660,Wal-Mart 2935 / Knoxville,Whiskies,KNOXVILLE,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S15189400015,2013-10-16,4463,Casey's General Store #3031 / Garner,Whiskies,GARNER,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S08289000003,2012-10-15,4351,Kum & Go #301 / Clear Lake,Whiskies,CLEAR LAKE,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S14924000003,2013-10-02,4511,Super Quick / SE 30 DM,Whiskies,DES MOINES,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S08410400003,2012-10-17,3660,Wal-Mart 2935 / Knoxville,Whiskies,KNOXVILLE,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S08546200002,2012-10-24,4434,Todd's,Whiskies,ROCK RAPIDS,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S18338300006,2014-04-09,3987,Wine and Spirits Shoppe Of,Whiskies,ALGONA,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S06873800006,2012-08-01,4112,Corridor Ventures,Whiskies,NORTH LIBERTY,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S22095900010,2014-10-30,4427,Kum & Go #507 / North Liberty,Whiskies,NORTH LIBERTY,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S04934800002,2012-04-09,3930,Kuennen's Liquor Store,Whiskies,ST LUCAS,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S19050000053,2014-05-20,2578,Hy-Vee / Charles City,Whiskies,CHARLES CITY,13928,Mcmaster's Canadian,6,1750,8.95,13.42,6,80.52,10.5
S08273000016,2012-10-11,4304,Downtown Pantry / Des Moines,Whiskies,DES MOINES,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S28298400001,2015-10-06,4899,Graettinger Market,Whiskies,GRAETTINGER,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S21552800003,2014-10-01,4853,Kum & Go #62 / Johnston,Whiskies,JOHNSTON,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S08076500003,2012-10-03,3864,Hometown Foods / Schaller,Whiskies,SCHALLER,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S14935500007,2013-10-03,3829,Gary's Foods / Mt Vernon,Whiskies,MOUNT VERNON,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S15185700003,2013-10-16,3717,The Liquor Stop / Sumner,Whiskies,SUMNER,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S15223600005,2013-10-21,4607,Casey's General Store #1024 / Gutten,Whiskies,GUTTENBERG,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S21909300002,2014-10-21,4823,Casey's General Store #3223 / Cresto,Whiskies,CRESTON,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S28543100005,2015-10-19,4361,Quik Trip #538 / NW 2nd / DSM,Whiskies,DES MOINES,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S08427300029,2012-10-18,2635,Hy-Vee #4 / Davenport,Whiskies,DAVENPORT,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S21561700008,2014-10-02,4071,Kellogg Country Store,Whiskies,KELLOG,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S13247000005,2013-07-09,2651,Hy-Vee / Waverly,Whiskies,WAVERLY,13928,Mcmaster's Canadian,6,1750,8.95,13.42,6,80.52,10.5
S16661900001,2014-01-06,2460,"Liquor Barn, Inc.",Whiskies,HAMPTON,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S28413500005,2015-10-13,4434,Todd's,Whiskies,ROCK RAPIDS,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S22159300013,2014-11-04,2556,Hy-Vee Wine and Spirits / Esthervill,Whiskies,ESTHERVILLE,13928,Mcmaster's Canadian,6,1750,8.95,13.43,6,80.58,10.5
S08380100008,2012-10-17,4006,Larchwood Offsale,Whiskies,LARCHWOOD,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S04346900012,2012-03-01,4129,Cyclone Liquors,Whiskies,AMES,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S16314300024,2013-12-17,2578,Hy-Vee / Charles City,Whiskies,CHARLES CITY,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S28392800004,2015-10-12,3488,Bender's Foods,Whiskies,BELLEVUE,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S28519100005,2015-10-19,4742,No Frills Supermarkets #786 / Counci,Whiskies,COUNCIL BLUFFS,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S03826700003,2012-01-31,3606,Scotty's Liquor Store,Whiskies,GRUNDY CENTER,13928,Mcmaster's Canadian,6,1750,8.95,13.42,6,80.52,10.5
S28718300003,2015-10-27,4513,Casey's General Store #1144 / Polk C,Whiskies,POLK CITY,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S17933200008,2014-03-18,4878,Shortee's Pit Stop,Whiskies,PRIMGHAR,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S28529700006,2015-10-19,3829,Gary's Foods / Mt Vernon,Whiskies,MOUNT VERNON,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S12246600020,2013-05-15,2611,Hy-Vee Drugstore / Ottumwa,Whiskies,OTTUMWA,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S21797700007,2014-10-15,4437,Kum & Go #215  Ames,Whiskies,AMES,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S15432300008,2013-10-30,4583,Kum & Go #5100 / Manson,Whiskies,MANSON,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S28972200015,2015-11-10,2556,Hy-Vee Wine and Spirits / Esthervill,Whiskies,ESTHERVILLE,13928,Mcmaster's Canadian,6,1750,8.95,13.43,6,80.58,10.5
S15017300014,2013-10-09,4590,Casey's General Store #3045 / Cedar,Whiskies,CEDAR FALLS,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S22115100003,2014-10-30,3831,The Market Of Madrid,Whiskies,MADRID,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S09314000012,2012-12-05,3525,Wines and Spirits,Whiskies,WASHINGTON,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S15415800010,2013-10-29,3654,The Beverage Shop / Belmond,Whiskies,BELMOND,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S14862100006,2013-10-01,3390,Okoboji Avenue Liquor,Whiskies,MILFORD,13928,Mcmaster's Canadian,6,1750,8.95,13.42,6,80.52,10.5
S17621300031,2014-02-26,2572,Hy-Vee Food Store / Cedar Falls,Whiskies,CEDAR FALLS,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S21725900003,2014-10-13,4083,Fareway Stores #909 / Ankeny,Whiskies,ANKENY,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S28626900010,2015-10-22,3065,Montezuma Super Valu,Whiskies,MONTEZUMA,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S16314300041,2013-12-17,2578,Hy-Vee / Charles City,Whiskies,CHARLES CITY,13928,Mcmaster's Canadian,6,1750,8.95,13.42,6,80.52,10.5
S04916200010,2012-04-05,2630,Hy-Vee Drugstore #2 / WDM,Whiskies,WEST DES MOINES,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S06576900003,2012-07-17,4662,Guppy's On The Go / Cedar Rapids,Whiskies,CEDAR RAPIDS,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S08197200037,2012-10-09,2806,Osco #881 / Clinton,Whiskies,CLINTON,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S08474900026,2012-10-22,3926,Liquor Downtown / Iowa City,Whiskies,IOWA CITY,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S22050400003,2014-10-28,4492,Casey's General Store #2773 / Cedar,Whiskies,CEDAR RAPIDS,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S15032300003,2013-10-09,4439,CENTER POINT FOODS,Whiskies,CENTER POINT,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S06981400015,2012-08-07,3842,Bancroft Liquor Store,Whiskies,BANCROFT,13928,Mcmaster's Canadian,6,1750,8.95,13.42,6,80.52,10.5
S28692700014,2015-10-27,4176,Todds On The Go,Whiskies,CEDAR RAPIDS,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S09989100004,2013-01-10,4251,Aj's Liquor / Ames,Whiskies,AMES,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S28227800018,2015-10-01,4214,New Star Liquor / Lafayet / Waterloo,Whiskies,WATERLOO,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S08233300020,2012-10-10,2963,Dahl's / Clive,Whiskies,CLIVE,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S15230900007,2013-10-21,4501,Kum & Go #134 / Fairfield,Whiskies,FAIRFIELD,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S08266200001,2012-10-11,4757,EZ Mart / Bondurant,Whiskies,BONDURANT,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S28702500005,2015-10-27,5126,Price Chopper  /  Merle Hay,Whiskies,DES MOINES,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S28571800006,2015-10-22,4912,Casey's General Store #2531 / Eldrid,Whiskies,ELDRIDGE,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S28550000001,2015-10-20,3542,Chuck's Sportsmans Beverage,Whiskies,ST ANSGAR,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S21614100004,2014-10-09,4648,Prime Mart / Broadway Waterloo,Whiskies,WATERLOO,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S04682600007,2012-03-21,2565,Hy-Vee Food Store / Spencer,Whiskies,SPENCER,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S08028800011,2012-10-01,2538,Hy-Vee Food Store #3 / Waterloo,Whiskies,WATERLOO,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S16867300047,2014-01-15,2585,Hy-Vee Wine and Spirits / Algona,Whiskies,ALGONA,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S28702000003,2015-10-27,5061,Casey's General Store #3382 / Cedar,Whiskies,CEDAR RAPIDS,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S28578700012,2015-10-20,3738,Hartig Drug Company #4 / Dubuque,Whiskies,DUBUQUE,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S20237700002,2014-07-22,2327,West Side Spirits,Whiskies,CORNING,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S28758400001,2015-10-29,4493,Casey's General Store #2850 / Cedar,Whiskies,CEDAR RAPIDS,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S28405800002,2015-10-13,3542,Chuck's Sportsmans Beverage,Whiskies,ST ANSGAR,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S14951300074,2013-10-03,2663,Hy-Vee / Urbandale,Whiskies,URBANDALE,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S28661800024,2015-10-28,4837,Kum & Go #51 / Iowa City,Whiskies,IOWA CITY,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S18733900043,2014-05-01,2552,Hy-Vee Food Store #3 / Cedar Rapids,Whiskies,CEDAR RAPIDS,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S04221800012,2012-02-22,2475,"Private Cellar, Inc.",Whiskies,WEST BEND,13928,Mcmaster's Canadian,6,1750,8.95,13.42,6,80.52,10.5
S14899700005,2013-10-02,2585,Hy-Vee Wine and Spirits / Algona,Whiskies,ALGONA,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S06024200003,2012-06-12,4146,Fareway Stores #561 / Waverly,Whiskies,WAVERLY,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S07988300048,2012-09-27,2620,Hy-Vee / Windsor Heights,Whiskies,WINDSOR HEIGHTS,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S13537900014,2013-07-24,2642,Hy-Vee Wine and Spirits / Pella,Whiskies,PELLA,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S08205400020,2012-10-09,2522,Hy-Vee Wine and Spirits / Spirit Lak,Whiskies,SPIRIT LAKE,13928,Mcmaster's Canadian,6,1750,8.95,13.42,6,80.52,10.5
S05330800003,2012-05-02,2562,Hy-Vee Food Store / Fort Dodge,Whiskies,FORT DODGE,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S10683100004,2013-02-19,4030,Buy Rite Foods,Whiskies,LAKE PARK,13928,Mcmaster's Canadian,6,1750,8.95,13.42,6,80.52,10.5
S20499200011,2014-08-06,4670,Guppy's On The Go / Tripoli,Whiskies,TRIPOLI,13928,Mcmaster's Canadian,6,1750,8.95,13.43,6,80.58,10.5
S15441100051,2013-10-30,2501,Hy-vee  #2 / Ames,Whiskies,AMES,13928,Mcmaster's Canadian,6,1750,8.95,13.42,6,80.52,10.5
S22077200001,2014-10-29,4905,South Side Grocery,Whiskies,ROCKWELL CITY,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S09296300005,2012-12-04,4117,Tobacco Shop / Arnolds Park,Whiskies,ARNOLDS PARK,13928,Mcmaster's Canadian,6,1750,8.95,13.42,6,80.52,10.5
S13833900012,2013-08-12,4547,Fareway Stores #902 / Hampton,Whiskies,HAMPTON,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S08250100006,2012-10-11,4595,Quik Trip #559 / Fleur Dr DM,Whiskies,DES MOINES,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S19822500010,2014-06-30,2529,Hy-Vee Drugstore #4 / Cedar Rapids,Whiskies,CEDAR RAPIDS,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S28351600007,2015-10-08,4382,Kum & Go #8 / 8th St / WDM,Whiskies,WEST DES MOINES,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S28243900003,2015-10-07,4797,Walgreens #05362 / Des Moines,Whiskies,DES MOINES,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S03623000008,2012-01-18,3003,Super Valu / Mark's,Whiskies,LAKE CITY,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S04850900011,2012-04-03,4670,Guppy's On The Go / Tripoli,Whiskies,TRIPOLI,13928,Mcmaster's Canadian,6,1750,8.95,13.42,6,80.52,10.5
S14964500002,2013-10-08,3763,Main Street Liquors / Hawarden,Whiskies,HAWARDEN,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S08363900003,2012-10-16,4250,Fareway Stores #882 / Eldora,Whiskies,ELDORA,11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.5
S28607800002,2015-10-21,5119,Corwith Farm Service,Whiskies,CORWITH,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
S04902500033,2012-04-04,2502,Hy-Vee Wine and Spirits / Ankeny,Whiskies,ANKENY,11588,Black Velvet Reserve,6,1750,12.99,19.48,6,116.88,10.5
S22015900020,2014-10-27,4950,Kum & Go #514 / Cedar Rapids,Whiskies,CEDAR RAPIDS,11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5
