invoice_and_item_number,date,store_number,store_name,major_category_name,city,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters
S05620300006,2012-05-22,4645,Kwik Shop #589 / Eldridge,Vodkas,ELDRIDGE,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S20666500094,2014-08-14,4988,Happy's Wine & Spirits,Vodkas,CEDAR FALLS,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S09144800120,2012-11-26,2190,"Central City Liquor, Inc.",Vodkas,DES MOINES,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S21189600020,2014-09-15,4624,Kwik Shop #568 / Hiawatha,Vodkas,HIAWATHA,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S10200600044,2013-01-23,3928,Smokin' Joe's #12 Tobacco and Liquor,Vodkas,NORTH LIBERTY,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S11847400011,2013-04-25,4773,"Fast Mart 2, LLC",Vodkas,WEST DES MOINES,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S18551100048,2014-04-23,3928,Smokin' Joe's #12 Tobacco and Liquor,Vodkas,NORTH LIBERTY,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S14373500039,2013-09-06,4686,Sunny's Mart / Clinton,Vodkas,CLINTON,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S13555300038,2013-07-24,3928,Smokin' Joe's #12 Tobacco and Liquor,Vodkas,NORTH LIBERTY,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S13691400033,2013-08-01,4478,U S Gas,Vodkas,DES MOINES,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S03781200144,2012-01-26,2561,Hy-Vee Food Store / Fleur / DSM,Vodkas,DES MOINES,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S11235500056,2013-03-25,4879,Sam's Mini Mart / Morningside Ave Si,Vodkas,SIOUX CITY,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S23067400053,2014-12-19,2643,Hy-Vee Wine and Spirits / Waterloo,Vodkas,WATERLOO,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S22407600102,2014-11-17,2643,Hy-Vee Wine and Spirits / Waterloo,Vodkas,WATERLOO,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S15030400036,2013-10-09,3869,Bootleggin' Barzini's Fin,Vodkas,CORALVILLE,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S05142100093,2012-04-19,3926,Liquor Downtown / Iowa City,Vodkas,IOWA CITY,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S14222800124,2013-08-29,2512,Hy-Vee Wine and Spirits / Iowa City,Vodkas,IOWA CITY,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S20639300022,2014-08-14,4637,Kwik Shop #560 / Cedar Rapids,Vodkas,CEDAR RAPIDS,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S19546800034,2014-06-16,2643,Hy-Vee Wine and Spirits / Waterloo,Vodkas,WATERLOO,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S14929000145,2013-10-02,2500,Hy-Vee Food Store #1 / Ames,Vodkas,AMES,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S12440500013,2013-05-28,4559,Osage Payless Foods,Vodkas,OSAGE,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S10229300087,2013-01-24,2508,Hy-Vee Food Store #1 / Cedar Rapids,Vodkas,CEDAR RAPIDS,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S23080100096,2014-12-19,2648,Hy-Vee #4 / WDM,Vodkas,WEST DES MOINES,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S09978400010,2013-01-10,4694,Rina Mart LLC / Davenport,Vodkas,DAVENPORT,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S10865700096,2013-02-28,2512,Hy-Vee Wine and Spirits / Iowa City,Vodkas,IOWA CITY,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S22091000072,2014-10-29,3869,Bootleggin' Barzini's Fin,Vodkas,CORALVILLE,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S29286600074,2015-11-23,2500,Hy-Vee Food Store #1 / Ames,Vodkas,AMES,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S23144400016,2014-12-23,4645,Kwik Shop #589 / Eldridge,Vodkas,ELDRIDGE,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S23197200133,2014-12-26,2512,Hy-Vee Wine and Spirits / Iowa City,Vodkas,IOWA CITY,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S11095600046,2013-03-14,2512,Hy-Vee Wine and Spirits / Iowa City,Vodkas,IOWA CITY,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S15506100219,2013-11-04,2512,Hy-Vee Wine and Spirits / Iowa City,Vodkas,IOWA CITY,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S26493700050,2015-07-06,5056,Council Bluffs Sinclair,Vodkas,COUNCIL BLUFFS,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S25047300128,2015-04-13,2512,Hy-Vee Wine and Spirits / Iowa City,Vodkas,IOWA CITY,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S16489100024,2013-12-30,3869,Bootleggin' Barzini's Fin,Vodkas,CORALVILLE,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S23625100166,2015-01-21,2512,Hy-Vee Wine and Spirits / Iowa City,Vodkas,IOWA CITY,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S07276600139,2012-08-23,2590,Hy-Vee Food Store #5 / Cedar Rapids,Vodkas,CEDAR RAPIDS,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S17960600153,2014-03-18,2619,Hy-Vee Wine and Spirits / WDM,Vodkas,WEST DES MOINES,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
INV-14874500004,2018-10-05,4474,Bucky's Express #34 / Council Bluffs,Vodkas,Council Bluffs,36482,Svedka Vodka,24,375,5,7.5,20,150,7.5
INV-04937900009,2017-05-15,4867,Speedy Gas N Shop,Vodkas,Council Bluffs,36482,Svedka Vodka,24,375,5,7.5,5,37.5,1.88
INV-18555600135,2019-04-03,3869,Bootleggin' Barzini's Fin,Vodkas,Coralville,36482,Svedka 80prf,24,375,5,7.5,1,7.5,0.37
INV-04993100010,2017-05-17,4676,Sam's Mini Mart / Sioux City,Vodkas,Sioux City,36482,Svedka Vodka,24,375,5,7.5,5,37.5,1.88
INV-15667800029,2018-11-13,3841,Hartig Drug Company #2 / Locust,Vodkas,Dubuque,36482,Svedka Vodka,24,375,5,7.5,1,7.5,0.37
INV-04851700001,2017-05-10,2548,Hy-Vee Food Store / Altoona,Vodkas,Altoona,34819,Svedka Vodka,12,1000,8,12,336,4032,336
INV-18834600010,2019-04-18,5337,Hometown Foods / Conrad,Vodkas,Conrad,34819,Svedka 80prf,12,1000,8,12,5,60,5
INV-13641900015,2018-08-03,4474,Bucky's Express #34 / Council Bluffs,Vodkas,Council Bluffs,36482,Svedka Vodka,24,375,5,7.5,20,150,7.5
INV-15164300013,2018-10-19,4474,Bucky's Express #34 / Council Bluffs,Vodkas,Council Bluffs,36482,Svedka Vodka,24,375,5,7.5,20,150,7.5
INV-07321300015,2017-09-19,4624,Kwik Shop #568 / Hiawatha,Vodkas,Hiawatha,36482,Svedka Vodka,24,375,5,7.5,7,52.5,2.62
INV-13562400025,2018-07-31,5063,Logan Convenience Store,Vodkas,Waterloo,36482,Svedka Vodka,24,375,5,7.5,5,37.5,1.88
INV-06565200015,2017-08-09,4251,Aj's Liquor / Ames,Vodkas,Ames,36482,Svedka Vodka,24,375,5,7.5,5,37.5,1.88
INV-18577600019,2019-04-04,5324,Hometown Foods / State Center,Vodkas,State Center,34819,Svedka 80prf,12,1000,8,12,2,24,2
INV-19779200045,2019-06-04,5731,Hometown Foods,Vodkas,Waterloo,34819,Svedka 80prf,12,1000,8,12,2,24,2
INV-18544600131,2019-04-03,4129,Cyclone Liquors,Vodkas,Ames,34819,Svedka 80prf,12,1000,8,12,2,24,2
INV-13589500007,2018-08-01,5323,Hometown Foods / Gladbrook,Vodkas,Gladbrook,34819,Svedka Vodka,12,1000,8,12,2,24,2
INV-15471300038,2018-11-05,3740,Hometown Foods / Waterloo,Vodkas,Waterloo,34819,Svedka Vodka,12,1000,8,12,2,24,2
INV-19407100011,2019-05-16,4969,Lake Liquors Wine and Spirits,Vodkas,Clear Lake,34819,Svedka 80prf,12,1000,8,12,2,24,2
INV-19318700001,2019-05-13,5325,Hometown Foods / Hubbard,Vodkas,Hubbard,34819,Svedka 80prf,12,1000,8,12,2,24,2
INV-09434300044,2017-12-22,3525,Wines and Spirits,Vodkas,Washington,34819,Svedka Vodka,12,1000,8,12,2,24,2
INV-17968900105,2019-03-06,2623,Hy-Vee Food Store #4 / Sioux City,Vodkas,Sioux City,34819,Svedka 80prf,12,1000,8,12,2,24,2
INV-14984000032,2018-10-11,2665,Hy-Vee / Waukee,Vodkas,Waukee,36482,Svedka Vodka,24,375,5,7.5,6,45,2.25
INV-16803300112,2019-01-08,2624,Hy-Vee #2 / Dubuque,Vodkas,Dubuque,36482,Svedka 80prf,24,375,5,7.5,6,45,2.25
INV-04264500048,2017-04-10,4794,Smokin' Joe's #17 Tobacco and Liquor Outlet,Vodkas,Burlington,36482,Svedka Vodka,24,375,5,7.5,6,45,2.25
INV-15728200054,2018-11-15,2665,Hy-Vee / Waukee,Vodkas,Waukee,36482,Svedka Vodka,24,375,5,7.5,6,45,2.25
INV-13591200017,2018-08-01,3715,Kimberly Mart / Davenport,Vodkas,Davenport,36482,Svedka Vodka,24,375,5,7.5,6,45,2.25
INV-17628600007,2019-02-18,5164,Bucky's Express #22 / Council Bluffs,Vodkas,Council Bluffs,36482,Svedka 80prf,24,375,5,7.5,6,45,2.25
INV-02642500023,2017-01-10,4634,Kwik Shop #565 / Cedar Rapids,Vodkas,Cedar Rapids,36482,Svedka Vodka,24,375,5,7.5,6,45,2.25
INV-02998700019,2017-01-31,4636,Kwik Shop #561 / Cedar Rapids,Vodkas,Cedar Rapids,36482,Svedka Vodka,24,375,5,7.5,6,45,2.25
INV-02093200023,2016-12-12,5198,Riverside Liquor,Vodkas,Davenport,36482,Svedka Vodka,24,375,5,7.5,6,45,2.25
INV-09942600028,2018-01-23,2509,Hy-Vee / Drugtown #1 / Cedar Rapids,Vodkas,Cedar Rapids,36315,Svedka 100 Prf,12,750,10.25,15.38,3,46.14,2.25
INV-06789300061,2017-08-21,2573,Hy-Vee Food Store / Muscatine,Vodkas,Muscatine,36482,Svedka Vodka,24,375,5,7.5,6,45,2.25
INV-10354300011,2018-02-13,2624,Hy-Vee #2 / Dubuque,Vodkas,Dubuque,36482,Svedka Vodka,24,375,5,7.5,6,45,2.25
INV-05567500005,2017-06-16,5327,Mega Saver,Vodkas,Council Bluffs,36482,Svedka Vodka,24,375,5,7.5,6,45,2.25
INV-11111000002,2018-03-26,4747,Walgreens #11709 / Davenport,Vodkas,Davenport,36482,Svedka Vodka,24,375,5,7.5,6,45,2.25
INV-19338700011,2019-05-14,4703,Walgreens #00910 / Sioux City,Vodkas,Sioux City,36482,Svedka 80prf,24,375,5,7.5,6,45,2.25
INV-06037000055,2017-07-12,2543,Hy-Vee Food Store #1 / Ottumwa,Vodkas,,36315,Svedka 100 Prf,12,750,10.25,15.38,3,46.14,2.25
INV-06571100012,2017-08-09,5371,State Food Mart,Vodkas,Bettendorf,36482,Svedka Vodka,24,375,5,7.5,6,45,2.25
INV-13043900069,2018-07-03,2642,Hy-Vee Wine and Spirits / Pella,Vodkas,Pella,36482,Svedka Vodka,24,375,5,7.5,6,45,2.25
INV-08860600030,2017-11-28,4624,Kwik Shop #568 / Hiawatha,Vodkas,Hiawatha,36482,Svedka Vodka,24,375,5,7.5,6,45,2.25
INV-06469800020,2017-08-03,5146,Fareway Stores #153  /  W Des Moines,Vodkas,West Des Moines,36482,Svedka Vodka,24,375,5,7.5,6,45,2.25
INV-06531400001,2017-08-08,2605,Hy-Vee Drugstore #5 / Cedar Rapids,Vodkas,Cedar Rapids,36482,Svedka Vodka,24,375,5,7.5,6,45,2.25
INV-13571700057,2018-08-01,3818,Round Window Liquor,Vodkas,Knoxville,34819,Svedka Vodka,12,1000,8,12,3,36,3
INV-16350300048,2018-12-17,3740,Hometown Foods / Waterloo,Vodkas,Waterloo,34819,Svedka 80prf,12,1000,8,12,3,36,3
INV-02259300020,2016-12-20,4624,Kwik Shop #568 / Hiawatha,Vodkas,Hiawatha,36482,Svedka Vodka,24,375,5,7.5,8,60,3
INV-16529900019,2018-12-21,3917,Smokin' Joe's #2 Tobacco and Liquor Outlet,Vodkas,Davenport,34819,Svedka 80prf,12,1000,8,12,3,36,3
INV-03136100021,2017-02-07,4634,Kwik Shop #565 / Cedar Rapids,Vodkas,Cedar Rapids,36482,Svedka Vodka,24,375,5,7.5,8,60,3
INV-09766900045,2018-01-12,3857,Quillins Food Ranch / Waukon,Vodkas,Waukon,34819,Svedka Vodka,12,1000,8,12,3,36,3
INV-18102100016,2019-03-13,5298,DeWitt Travel Mart,Vodkas,DeWitt,34819,Svedka 80prf,12,1000,8,12,3,36,3
INV-13669100126,2018-08-06,2573,Hy-Vee Food Store / Muscatine,Vodkas,Muscatine,34819,Svedka Vodka,12,1000,8,12,4,48,4
INV-14061700033,2018-08-27,3740,Hometown Foods / Waterloo,Vodkas,Waterloo,34819,Svedka Vodka,12,1000,8,12,4,48,4
INV-15872500039,2018-11-26,3740,Hometown Foods / Waterloo,Vodkas,Waterloo,34819,Svedka Vodka,12,1000,8,12,4,48,4
INV-19844100029,2019-06-06,4969,Lake Liquors Wine and Spirits,Vodkas,Clear Lake,34819,Svedka 80prf,12,1000,8,12,4,48,4
INV-05504300003,2017-06-14,4170,Dewey's Jack and Jill,Vodkas,West Branch,34819,Svedka Vodka,12,1000,8,12,4,48,4
INV-08615900019,2017-11-13,5213,Garner One Stop,Vodkas,Montrose,34819,Svedka Vodka,12,1000,8,12,4,48,4
INV-18259400108,2019-03-20,2623,Hy-Vee Food Store #4 / Sioux City,Vodkas,Sioux City,34819,Svedka 80prf,12,1000,8,12,4,48,4
INV-17763200014,2019-02-25,5164,Bucky's Express #22 / Council Bluffs,Vodkas,Council Bluffs,36482,Svedka 80prf,24,375,5,7.5,12,90,4.5
INV-14808000033,2018-10-03,3622,Wal-Mart 1415 / Spirit Lake,Vodkas,Spirit Lake,36482,Svedka Vodka,24,375,5,7.5,12,90,4.5
INV-17427400012,2019-02-08,5206,Brothers Market  /  Grundy Center,Vodkas,Grundy Center,34819,Svedka 80prf,12,1000,8,12,6,72,6
INV-14567400010,2018-09-20,4942,East Village Pantry,Vodkas,Des Moines,36482,Svedka Vodka,24,375,5,7.5,24,180,9
INV-04622700052,2017-04-27,5129,Cash Saver  /  Fleur,Vodkas,Des Moines,36482,Svedka Vodka,24,375,5,7.5,24,180,9
INV-01381000072,2016-11-03,3899,Wal-Mart 3762 / WDM,Vodkas,West Des Moines,36315,Svedka 100 Prf,12,750,10.25,15.38,12,184.56,9
INV-02475200034,2016-12-29,5129,Cash Saver  /  Fleur,Vodkas,Des Moines,36482,Svedka Vodka,24,375,5,7.5,24,180,9
INV-13670300010,2018-08-06,4747,Walgreens #11709 / Davenport,Vodkas,Davenport,36482,Svedka Vodka,24,375,5,7.5,24,180,9
INV-17150200004,2019-01-25,4628,Oelwein Bottle and Can Inc.,Vodkas,Oelwein,36482,Svedka 80prf,24,375,5,7.5,24,180,9
INV-20092900010,2019-06-19,5164,Bucky's Express #22 / Council Bluffs,Vodkas,Council Bluffs,36482,Svedka 80prf,24,375,5,7.5,24,180,9
INV-18629400004,2019-04-08,5040,Wilton Express,Vodkas,Wilton,36482,Svedka 80prf,24,375,5,7.5,24,180,9
INV-17739700010,2019-02-25,5577,Rush Stop,Vodkas,Charles City,36482,Svedka 80prf,24,375,5,7.5,24,180,9
INV-02816400019,2017-01-19,4877,World Liquor & Tobacco,Vodkas,Clive,36482,Svedka Vodka,24,375,5,7.5,24,180,9
INV-03854000010,2017-03-17,5187,Kwik Stop Liquor & Groceries Ames,Vodkas,Ames,36482,Svedka Vodka,24,375,5,7.5,24,180,9
INV-19024000025,2019-04-29,5207,Jim's Foods  /  Cedar Rapids,Vodkas,Cedar Rapids,36482,Svedka 80prf,24,375,5,7.5,24,180,9
INV-18518000009,2019-04-02,5691,Logan Ave Convenience Store / Waterloo,Vodkas,Waterloo,36482,Svedka 80prf,24,375,5,7.5,24,180,9
INV-02042300015,2016-12-08,2535,Hy-Vee Food Store #1 / WDM,Vodkas,West Des Moines,36315,Svedka 100 Prf,12,750,10.25,15.38,12,184.56,9
INV-05721500015,2017-06-26,4021,Wal-Mart 0985 / Fairfield,Vodkas,Fairfield,36482,Svedka Vodka,24,375,5,7.5,24,180,9
INV-12866400006,2018-06-25,5164,Bucky's Express #22 / Council Bluffs,Vodkas,Council Bluffs,36482,Svedka Vodka,24,375,5,7.5,24,180,9
INV-05494000036,2017-06-13,4023,Wal-Mart 1389 / Boone,Vodkas,Boone,36482,Svedka Vodka,24,375,5,7.5,24,180,9
INV-11522600016,2018-04-16,5164,Bucky's Express #22 / Council Bluffs,Vodkas,Council Bluffs,36482,Svedka Vodka,24,375,5,7.5,24,180,9
INV-05435000007,2017-06-12,4617,Lickety Liquor,Vodkas,Des Moines,36482,Svedka Vodka,24,375,5,7.5,24,180,9
INV-12576000011,2018-06-11,4794,Smokin' Joe's #17 Tobacco and Liquor Outlet,Vodkas,Burlington,36482,Svedka Vodka,24,375,5,7.5,24,180,9
INV-08840900007,2017-11-27,4794,Smokin' Joe's #17 Tobacco and Liquor Outlet,Vodkas,Burlington,36482,Svedka Vodka,24,375,5,7.5,24,180,9
INV-05430100014,2017-06-09,5187,Kwik Stop Liquor & Groceries Ames,Vodkas,Ames,36482,Svedka Vodka,24,375,5,7.5,24,180,9
INV-08391900006,2017-11-01,4952,Sub Express & Gas,Vodkas,Davenport,36482,Svedka Vodka,24,375,5,7.5,24,180,9
INV-10787200007,2018-03-07,4652,Brady Mart Food & Liquor,Vodkas,Davenport,36482,Svedka Vodka,24,375,5,7.5,24,180,9
INV-09798600006,2018-01-15,5164,Bucky's Express #22 / Council Bluffs,Vodkas,Council Bluffs,36482,Svedka Vodka,24,375,5,7.5,24,180,9
INV-08100400001,2017-10-18,3853,Ram Liquor Mart,Vodkas,Davenport,36482,Svedka Vodka,24,375,5,7.5,24,180,9
INV-16634500009,2018-12-29,3857,Quillins Food Ranch / Waukon,Vodkas,Waukon,34819,Svedka 80prf,12,1000,8,12,12,144,12
INV-16726000090,2019-01-03,2670,Hy-Vee Food Store / Coralville,Vodkas,Coralville,34819,Svedka 80prf,12,1000,8,12,12,144,12
INV-14826700039,2018-10-03,2594,Hy-Vee Food Store / Sioux City,Vodkas,Sioux City,34819,Svedka Vodka,12,1000,8,12,12,144,12
INV-15265500057,2018-10-24,2670,Hy-Vee Food Store / Coralville,Vodkas,Coralville,34819,Svedka Vodka,12,1000,8,12,12,144,12
INV-14316000028,2018-09-10,4203,Liquor and Tobacco Outlet /,Vodkas,Waverly,34819,Svedka Vodka,12,1000,8,12,12,144,12
INV-03712900071,2017-03-09,2633,Hy-Vee #3 / BDI / Des Moines,Vodkas,Des Moines,34819,Svedka Vodka,12,1000,8,12,12,144,12
INV-14627800064,2018-09-24,2633,Hy-Vee #3 / BDI / Des Moines,Vodkas,Des Moines,34819,Svedka Vodka,12,1000,8,12,12,144,12
INV-14576800009,2018-09-21,5206,Brothers Market  /  Grundy Center,Vodkas,Grundy Center,34819,Svedka Vodka,12,1000,8,12,12,144,12
INV-03674700002,2017-03-08,2642,Hy-Vee Wine and Spirits / Pella,Vodkas,Pella,34819,Svedka Vodka,12,1000,8,12,12,144,12
INV-16416600022,2018-12-18,5681,Quick Corner / Hawarden,Vodkas,Hawarden,34819,Svedka 80prf,12,1000,8,12,12,144,12
INV-20019900068,2019-06-17,2633,Hy-Vee #3 / BDI / Des Moines,Vodkas,Des Moines,34819,Svedka 80prf,12,1000,8,12,12,144,12
INV-16450200029,2018-12-19,5335,Expo Liquor,Vodkas,Bettendorf,34819,Svedka 80prf,12,1000,8,12,12,144,12
INV-14529700026,2018-09-19,4251,AJ's Liquor / Ames,Vodkas,Ames,34819,Svedka Vodka,12,1000,8,12,12,144,12
INV-17491100030,2019-02-12,2285,John's Grocery,Vodkas,Iowa City,34819,Svedka 80prf,12,1000,8,12,12,144,12
INV-15703000029,2018-11-14,4509,AJ'S LIQUOR II,Vodkas,Ames,34819,Svedka Vodka,12,1000,8,12,12,144,12
INV-20104900065,2019-06-20,2633,Hy-Vee #3 / BDI / Des Moines,Vodkas,Des Moines,34819,Svedka 80prf,12,1000,8,12,12,144,12
INV-20155900054,2019-06-24,2633,Hy-Vee #3 / BDI / Des Moines,Vodkas,Des Moines,34819,Svedka 80prf,12,1000,8,12,12,144,12
INV-17096800019,2019-01-23,2594,Hy-Vee Food Store / Sioux City,Vodkas,Sioux City,34819,Svedka 80prf,12,1000,8,12,12,144,12
INV-09657000016,2018-01-08,2584,Hy-Vee Food Store / Fort Madison,Vodkas,Fort Madison,34819,Svedka Vodka,12,1000,8,12,12,144,12
INV-05592500053,2017-06-19,2633,Hy-Vee #3 / BDI / Des Moines,Vodkas,Des Moines,34819,Svedka Vodka,12,1000,8,12,12,144,12
INV-05728000043,2017-06-26,2573,Hy-Vee Food Store / Muscatine,Vodkas,Muscatine,34819,Svedka Vodka,12,1000,8,12,12,144,12
INV-11303400041,2018-04-04,2642,Hy-Vee Wine and Spirits / Pella,Vodkas,Pella,34819,Svedka Vodka,12,1000,8,12,12,144,12
INV-12674900061,2018-06-14,2633,Hy-Vee #3 / BDI / Des Moines,Vodkas,Des Moines,34819,Svedka Vodka,12,1000,8,12,12,144,12
INV-12829000011,2018-06-22,3857,Quillins Food Ranch / Waukon,Vodkas,Waukon,34819,Svedka Vodka,12,1000,8,12,12,144,12
INV-09998900046,2018-01-24,2670,Hy-Vee Food Store / Coralville,Vodkas,Coralville,34819,Svedka Vodka,12,1000,8,12,12,144,12
INV-08583400006,2017-11-10,5337,Hometown Foods- Conrad,Vodkas,Conrad,34819,Svedka Vodka,12,1000,8,12,12,144,12
INV-06843100041,2017-08-23,2642,Hy-Vee Wine and Spirits / Pella,Vodkas,Pella,34819,Svedka Vodka,12,1000,8,12,12,144,12
INV-07354400013,2017-09-20,4129,Cyclone Liquors,Vodkas,Ames,34819,Svedka Vodka,12,1000,8,12,12,144,12
INV-19337200070,2019-05-14,5351,Downtown Liquor,Vodkas,Sioux City,34819,Svedka 80prf,12,1000,8,12,12,144,12
INV-19164400008,2019-05-06,5385,Vine Food & Liquor,Vodkas,West Des Moines,34819,Svedka 80prf,12,1000,8,12,12,144,12
INV-05384000014,2017-06-07,2623,Hy-Vee Food Store #4 / Sioux City,Vodkas,Sioux City,34819,Svedka Vodka,12,1000,8,12,12,144,12
INV-18211400009,2019-03-19,2285,John's Grocery,Vodkas,Iowa City,34819,Svedka 80prf,12,1000,8,12,12,144,12
INV-19093900219,2019-05-01,2625,Hy-Vee Wine & Spirits #2 / Davenport,Vodkas,Davenport,34819,Svedka 80prf,12,1000,8,12,12,144,12
INV-11253700070,2018-04-02,2633,Hy-Vee #3 / BDI / Des Moines,Vodkas,Des Moines,34819,Svedka Vodka,12,1000,8,12,24,288,24
INV-12363800044,2018-05-30,2606,Hy-Vee Wine and Spirits / Humboldt,Vodkas,Humboldt,34819,Svedka Vodka,12,1000,8,12,24,288,24
INV-04941300027,2017-05-16,4819,Super Stop 2 / Altoona,Vodkas,Altoona,36482,Svedka Vodka,24,375,5,7.5,2,15,0.75
INV-19980500216,2019-06-13,2515,Hy-Vee Food Store #1 / Mason City,Vodkas,Mason City,36482,Svedka 80prf,24,375,5,7.5,2,15,0.75
INV-16719700020,2019-01-03,3990,Cork and Bottle / Oskaloosa,Vodkas,Oskaloosa,36482,Svedka 80prf,24,375,5,7.5,2,15,0.75
INV-13974700137,2018-08-21,2572,Hy-Vee Food Store / Cedar Falls,Vodkas,Cedar Falls,36482,Svedka Vodka,24,375,5,7.5,2,15,0.75
INV-01770200058,2016-11-23,2543,Hy-Vee Food Store #1 / Ottumwa,Vodkas,,36315,Svedka 100 Prf,12,750,10.25,15.38,1,15.38,0.75
INV-05094100007,2017-05-23,3841,Hartig Drug Company #2 / Locust,Vodkas,Dubuque,36482,Svedka Vodka,24,375,5,7.5,2,15,0.75
INV-00779700087,2016-10-06,2587,Hy-Vee Food Store / Johnston,Vodkas,Johnston,36315,Svedka 100 Prf,12,750,10.25,15.38,1,15.38,0.75
INV-04333600065,2017-04-12,3869,Bootleggin' Barzini's Fin,Vodkas,Coralville,36482,Svedka Vodka,24,375,5,7.5,2,15,0.75
INV-03772400060,2017-03-14,3896,Smokin' Joe's #18 Tobacco and Liquor Outlet,Vodkas,Iowa City,36482,Svedka Vodka,24,375,5,7.5,2,15,0.75
INV-17342200008,2019-02-05,2624,Hy-Vee #2 / Dubuque,Vodkas,Dubuque,36482,Svedka 80prf,24,375,5,7.5,2,15,0.75
INV-11107800080,2018-03-26,2573,Hy-Vee Food Store / Muscatine,Vodkas,Muscatine,36482,Svedka Vodka,24,375,5,7.5,2,15,0.75
INV-06824100026,2017-08-22,2572,Hy-Vee Food Store / Cedar Falls,Vodkas,Cedar Falls,36482,Svedka Vodka,24,375,5,7.5,2,15,0.75
INV-09795100071,2018-01-15,2573,Hy-Vee Food Store / Muscatine,Vodkas,Muscatine,36482,Svedka Vodka,24,375,5,7.5,2,15,0.75
INV-06834200022,2017-08-23,3622,Wal-Mart 1415 / Spirit Lake,Vodkas,Spirit Lake,36482,Svedka Vodka,24,375,5,7.5,2,15,0.75
INV-06783600035,2017-08-21,3917,Smokin' Joe's #2 Tobacco and Liquor Outlet,Vodkas,Davenport,36482,Svedka Vodka,24,375,5,7.5,2,15,0.75
INV-12961200030,2018-06-28,2595,Hy-Vee Wine and Spirits / Denison,Vodkas,Denison,36482,Svedka Vodka,24,375,5,7.5,2,15,0.75
INV-10944300003,2018-03-16,4068,Sa Petro Mart,Vodkas,West Des Moines,36482,Svedka Vodka,24,375,5,7.5,2,15,0.75
INV-00089400109,2016-09-01,4604,Pit Stop Liquors / Newton,Vodkas,Newton,36315,Svedka 100 Prf,12,750,10.25,15.38,1,15.38,0.75
INV-08744500026,2017-11-20,4062,H and A Mini Mart Corp,Vodkas,Des Moines,36482,Svedka Vodka,24,375,5,7.5,2,15,0.75
INV-10050000032,2018-01-29,4062,H and A Mini Mart Corp,Vodkas,Des Moines,36482,Svedka Vodka,24,375,5,7.5,2,15,0.75
INV-08134600071,2017-10-19,2248,Ingersoll Liquor and Beverage,Vodkas,Des Moines,36482,Svedka Vodka,24,375,5,7.5,2,15,0.75
INV-19932700015,2019-06-11,5324,Hometown Foods / State Center,Vodkas,State Center,34819,Svedka 80prf,12,1000,8,12,1,12,1
INV-13850300083,2018-08-15,5068,Tobacco Shop / Arnolds Park,Vodkas,Arnolds Park,34819,Svedka Vodka,12,1000,8,12,1,12,1
INV-12817000016,2018-06-21,5324,Hometown Foods / State Center,Vodkas,State Center,34819,Svedka Vodka,12,1000,8,12,1,12,1
INV-09368100060,2017-12-20,2621,Hy-Vee Food Store #3 / Sioux City,Vodkas,Sioux City,34819,Svedka Vodka,12,1000,8,12,1,12,1
INV-10550400008,2018-02-22,5324,Hometown Foods / State Center,Vodkas,State Center,34819,Svedka Vodka,12,1000,8,12,1,12,1
